№,Номенклатура,Номенклатура.Код,Ед.изм,янв. 2024,февр. 2024,март 2024,апр. 2024,май 2024,июнь 2024,июль 2024,авг. 2024,сент. 2024,окт. 2024,нояб. 2024,дек. 2024,янв. 2025,февр. 2025,март 2025,апр. 2025,май 2025,июнь 2025,июль 2025,авг. 2025,сент. 2025,окт. 2025,нояб. 2025,дек. 2025,янв. 2026,февр. 2026,март 2026,апр. 2026,май 2026,июнь 2026,июль 2026,авг. 2026,сент. 2026
461,S302  Выкл. 1-кл. о/у Белый ЭТЮД ВА10-001В (25),030200194_,шт,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
462,S303  Выкл. 2-кл. о/у Белый ЭТЮД ВА10-002В (200),030200179_,шт,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
463,"S310  Розетка IP44 с/у, з/к, з/ш ЭТЮД РС16-044В (120)",030200191_,шт,54,54,52,51,64,64,64,64,64,64,64,64,51,51,49,49,49,49,45,45,1,1,1,1,3,2,2,2,2,2,2,2,2
464,S313  Выкл. 1-кл. с инд. о/у IP44 Белый ЭТЮД ВА10-045В (112),030200175_,шт,16,16,16,14,10,10,10,10,10,10,10,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
465,S314  Выкл. 2-кл. о/у IP44 Белый ЭТЮД (112) ВА10-042В!!!,030200174_,шт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,"S315  Розетка 1-я о/у, з/ш, з/к IP44 Белая ЭТЮД РА16-044В (96)",030200176_,шт,14,14,32,1,22,22,22,21,21,21,20,6,18,16,14,1,1,25,25,25,25,25,25,10,8,7,7,7,6,6,6,4,1
467,"S360 Выкл 1 кл 10А с/у ""GLOSSA"" белый GSL112 (15)",030200247_,шт,158,155,193,171,297,252,214,196,150,170,151,147,115,107,107,66,39,35,49,47,47,25,24,1,2,2,2,2,1,1,1,1,1
468,"S361 Выкл 1 кл с инд 10А с/у б/рамки "" белый GSL113 (20)",030200246_,шт,42,42,42,38,38,38,22,17,5,17,11,28,21,21,21,21,21,21,39,56,56,56,56,46,,,,,,,,,
469,"S362 Выкл 2 кл 10А с/у ""GLOSSA"" белый GSL152 (15)",030200243_,шт,121,102,77,65,164,147,134,114,99,106,97,107,94,87,86,81,72,68,84,102,102,101,99,99,98,98,98,92,91,91,91,90,21
470,"S363 Выкл 2 кл с инд 10А с/у б/рамки ""GLOSSA"" белый GSL153 (20)",030200244_,шт,46,46,46,46,44,39,30,28,28,23,26,24,22,20,20,20,20,20,20,38,33,33,33,24,1,1,1,1,1,1,,,
471,"S364 Выкл 3 кл 10А с/у б/рамки ""GLOSSA"" белый GSL131 (20)",030200245_,шт,50,49,43,43,27,26,24,19,19,19,8,28,28,28,28,28,28,28,27,42,42,42,42,40,38,38,37,37,37,37,33,31,31
472,"S365 Переключ. 1 кл 10А с/у б/рамки ""GLOSSA"" белый GSL161 (20)",030200248_,шт,57,50,50,65,81,63,46,45,45,45,40,40,40,39,39,39,39,39,38,49,49,49,49,46,23,12,9,9,6,,,,
473,"S366 Переключ. 1 кл с инд 10А с/у б/рамки ""GLOSSA"" белый GSL163 (20)",030200249_,шт,28,22,22,22,22,22,11,8,8,26,28,28,27,27,27,27,26,24,23,77,75,75,74,56,46,44,33,32,31,21,5,1,1
474,"S367 Роз. 2-ная с/у 16А ""GLOSSA"" белый GSL120 (15)",030200259_,шт,46,43,20,43,174,144,128,116,12,112,93,91,85,85,69,69,59,59,61,81,81,81,81,17,14,2,,,,,,,
475,"S368 Роз. 2-ная с/у 16А с з/к з/ш ""GLOSSA"" белый GSL126 (10)",030200260_,шт,2,1,1,123,288,259,250,250,247,237,220,214,211,211,211,199,199,196,259,259,259,259,259,103,,,,,,,,,
476,"S369 Роз. с з/к 16А с/у ""GLOSSA"" белый GSL142 (15)",030200256_,шт,6,6,4,657,1229,1108,925,877,640,598,523,492,422,402,397,374,360,283,359,391,386,335,280,169,14,4,4,4,3,3,3,3,3
477,"S370 Роз. с з/к 16А с/у з/ш ""GLOSSA"" белый GSL144 (15)",030200257_,шт,55,5,4,124,299,342,303,295,141,275,259,185,165,160,160,120,120,70,70,102,102,102,99,36,,,,,,,,,
478,"S371 Роз. с з/к 16А с/у з/ш IP44 ""GLOSSA"" белый GSL148 (10)",030200258_,шт,1,1,1,31,99,83,65,65,5,61,60,60,59,57,56,56,56,45,43,53,47,46,42,26,4,4,4,4,4,4,4,4,4
479,"S373 Диммер поворотно-нажимной (с/у 600Вт) ""GLOSSA"" белый GSL136 (2)",030200264_,шт,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,
480,"S374 Комп. роз. RJ45 5Е механизм б/рамки ""GLOSSA"" белый GSL181K (10)",030200263_,шт,32,30,34,34,53,48,43,42,39,37,35,35,33,33,33,31,31,29,36,47,45,45,43,,1,1,1,1,1,1,1,1,1
481,"S375 Роз. RG11+RJ45 5Е кат 5Е механизм б/рамки ""GLOSSA"" белый GSL185 (10)",030200262_,шт,9,9,19,27,36,34,34,34,34,34,32,32,32,32,32,30,30,30,30,60,60,60,60,,,,,,,,,,
482,"S376 ТV роз. проход.с/у б/рамки ""GLOSSA"" белый GSL192 (10)",030200265_,шт,1,1,16,12,16,16,8,6,16,16,14,13,14,14,14,14,11,11,11,41,41,41,41,,,,,,,,,,
483,"S377 Телефонная роз. RJ11 механизм б/рамки ""GLOSSA"" белый GSL181T (10)",030200261_,шт,12,11,11,11,10,10,10,10,10,10,10,10,7,7,7,7,6,6,7,15,15,15,15,,,,,,,,,,
484,"S378 USB розетка - 2х5В/ 1050 мА с/у б/рамки ""GLOSSA"" белый GSL133 (1)",030200292_,шт,23,23,20,17,17,17,17,17,17,17,17,17,15,15,15,15,15,15,15,15,15,15,15,13,7,7,7,7,2,2,2,2,2
485,"S379 Рамка 1-ная ""GLOSSA"" белый GSL101 (45)",030200250_,шт,280,277,265,263,287,259,229,219,163,154,151,146,137,121,121,117,112,110,109,198,187,187,167,119,49,49,44,42,21,15,14,14,11
486,"S380 Рамка 2-ная ""GLOSSA"" белый GSL102 (30)",030200251_,шт,157,146,108,136,315,283,228,222,175,191,163,179,145,134,132,128,114,105,113,152,139,139,124,80,54,54,51,50,41,22,19,15,11
487,"S381 Рамка 3-ная ""GLOSSA"" белый GSL103 (15)",030200252_,шт,22,18,41,41,98,86,66,63,78,75,64,60,50,47,46,46,46,44,48,84,80,80,68,57,44,44,44,44,40,38,38,38,36
488,"S382 Рамка 4-ная ""GLOSSA"" белый GSL104 (15)",030200253_,шт,44,43,36,36,58,52,38,36,34,34,32,32,33,33,33,32,31,24,24,35,33,33,29,19,18,18,17,17,17,17,17,17,17
489,"S383 Рамка 5-ная ""GLOSSA"" белый GSL105 (5)",030200254_,шт,23,23,22,22,22,21,21,21,21,19,17,17,16,16,16,13,11,8,8,23,23,23,23,21,19,19,19,19,19,19,19,19,19
490,"S3833 Выкл 1 кл 10А с/у б/рамки ""ATLAS"" белый (20) ATN111",300200331_,шт,854,165,2449,1205,9619,7102,5037,8610,5931,6060,4749,6010,10216,8621,7437,9281,13723,11825,10302,9250,7501,6811,6414,6315,5139,4054,4373,3552,3798,3179,2571,1900,2093
491,"S384 Выкл 1 кл 10А с/у ""ATLAS"" белый ATN112  (15)",300200296_,шт,1928,980,3964,6582,8858,8093,7014,7683,6623,5921,5440,4805,4111,3820,3249,2842,4639,4098,3684,3151,2355,2215,1998,2119,1621,1152,1527,1373,1804,1247,926,1399,963
492,"S385 Выкл 1 кл с инд 10А с/у б/рамки ""ATLAS"" белый ATN113 (20)",300200283_,шт,142,102,675,488,1105,1034,945,989,914,875,850,806,773,762,651,700,628,562,475,454,155,269,251,248,265,206,276,246,260,312,236,201,167
493,"S386 Выкл 2 кл 10А с/у ""ATLAS"" белый ATN152 (15)",300200302_,шт,461,106,1609,2872,5309,4957,4411,5199,4679,4129,3859,3476,3130,2887,2425,2420,3623,3515,3235,2891,2368,1985,1689,1399,1129,904,1007,932,896,652,540,880,737
494,"S3866 Выкл 2 кл 10А механизм ""ATLAS"" белый ATN151 (20)",300200333_,шт,106,74,61,938,4399,2648,1734,4588,3021,3400,2720,3377,5098,4175,3587,4803,7065,6034,5315,4830,3750,3520,3338,3349,2847,2255,2043,2002,2183,1809,1221,1011,851
495,"S387 Выкл 2 кл с инд 10А с/у б/рамки ""ATLAS"" белый ATN153 (20)",300200288_,шт,27,27,21,186,470,428,243,559,510,412,406,401,388,337,223,200,337,312,267,260,234,169,195,176,200,164,134,107,135,91,80,46,54
496,"S388 Выкл 3 кл 10А с/у б/рамки ""ATLAS"" белый ATN131 (20)",300200284_,шт,123,114,227,156,576,414,309,529,91,465,448,458,592,516,399,979,934,815,754,686,609,552,529,491,416,361,294,227,196,164,151,107,105
497,"S389 Диммер поворотно-нажимной с/у б/рамки 315Вт ""ATLAS"" белый ATN134 (1)",300200285_,шт,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,
498,"S3899 Диммер поворотно-нажимной с/у б/рамки 400Вт ""ATLAS"" белый ATN123 (1)",300200767_,шт,13,12,42,41,35,27,27,22,8,13,4,17,22,22,21,19,29,28,28,29,26,17,14,14,10,8,3,8,8,7,7,6,6
499,"S390 Комп. роз. RJ45 5Е механизм б/рамки ""ATLAS"" белый ATN183 (10)",300200293_,шт,1034,846,714,85,3971,3286,2894,3596,3252,2593,2323,1913,2515,2173,1891,3687,3452,3140,2754,2528,2248,2098,1960,1810,1684,1495,988,809,706,518,373,375,332
500,"S391 Переключ. 1 кл 10А с/у б/рамки ""ATLAS"" белый ATN161 (20)",300200289_,шт,174,18,1050,829,2784,2506,2098,2194,1774,1356,942,1346,2027,1771,1435,1873,2663,2341,2038,1693,1403,1424,1240,1358,1203,939,845,771,713,619,426,455,257
501,"S392 Переключ. 1 кл с инд 10А с/у б/рамки  ""ATLAS"" белый ATN163 (20)",300200290_,шт,2,2,78,78,153,146,135,165,165,155,153,153,148,148,148,137,129,117,113,113,133,131,131,127,123,113,113,113,113,95,91,91,87
502,"S393 Перекрест.переключ. 1 кл 10А с/у б/рамки ""ATLAS"" белый ATN171 (5)",300200291_,шт,2,1,179,106,476,401,288,609,502,424,377,323,385,370,317,500,458,389,352,306,299,276,239,166,136,95,99,129,121,95,61,66,70
503,"S394 Роз. 2-ная с/у 16А ""ATLAS"" белый ATN120 (15)",300200297_,шт,66,14,2096,1172,5637,4742,3984,5284,3810,3304,2466,3420,4879,4146,3594,3816,6637,5957,5196,4263,3500,3171,2643,2573,2262,1721,1966,1948,2230,1729,1340,1285,1064
504,"S395 Роз. 2-ная с/у 16А с з/к з/ш ""ATLAS"" белый ATN126 (10)",300200298_,шт,37,4,2561,1201,5930,4847,3978,6238,5043,3866,2541,3673,4697,4014,3512,3159,7149,6071,5194,4059,3535,3829,3109,2625,2254,1467,2660,2246,3194,2458,1420,1585,1707
505,"S396 Роз. 2-ная с/у 16А с з/к з/ш со сдвиж.крыш.""ATLAS"" белый ATN128 (6)",300200299_,шт,30,26,56,50,85,82,64,94,83,63,63,62,61,61,57,68,66,16,16,39,32,84,94,88,132,132,132,131,131,131,131,131,129
506,"S397 Роз. RJ45+RJ45 5Е кат 5Е механизм б/рамки ""ATLAS"" белый ATN185 (10)",300200294_,шт,155,101,293,163,1206,1151,1091,977,684,477,486,380,735,710,495,1049,971,915,877,813,532,490,394,246,317,357,358,298,304,275,246,233,184
507,"S398 Роз. с з/к 16А с/у б/рамки ""ATLAS"" белый ATN143 (20)",300200286_,шт,4005,765,15746,9064,60702,50598,41695,55359,43334,32926,26512,34683,49976,43475,37510,45851,64549,56836,49671,43811,35605,29322,25170,23761,19298,15093,14339,16109,19174,15732,11138,9939,10252
508,"S3988 Роз. без з/к без шторок 16А механизм ""ATLAS"" белый ATN141 (20)",300200332_,шт,13,1813,1605,739,5606,4806,3620,4700,3141,3316,2627,2936,6337,5613,4623,5158,7803,7006,5718,5510,4715,4780,4379,3916,3270,2498,2516,3004,2872,2521,1813,1673,1367
509,"S399 Роз. с з/к 16А с/у з/ш ""ATLAS"" белый ATN144 (15)",300200301_,шт,336,182,3816,3017,6799,6400,5564,6774,6128,5145,4737,4085,3492,3624,2967,2775,4587,4089,3842,2909,2216,2610,2366,1880,1430,639,1250,1688,2040,1667,1454,1346,973
510,"S400 Роз. с з/к 16А с/у з/ш с выталкивателем б/рамки ""ATLAS"" белый ATN147 (15)",300200287_,шт,17,13,35,20,152,145,140,177,82,66,46,106,118,117,117,123,123,121,116,107,107,107,103,76,44,44,44,36,36,4,34,44,43
511,"S4000 Роз. с з/к 16А с/у з/ш с крышкой б/рамки""ATLAS"" белый  ATN146 (15)",300200700_,шт,1,1,251,33,814,581,377,621,478,585,582,527,562,617,624,1168,1122,972,780,559,470,452,510,579,533,484,336,270,380,320,231,276,145
512,"S401 ТV роз. оконечная с/у б/рамки ""ATLAS"" белый ATN191 (10)",300200295_,шт,119,1,505,382,1148,1060,993,864,797,629,592,477,609,565,364,887,838,766,721,683,626,591,572,540,513,508,504,496,472,460,446,410,387
513,"S402 Телефонная роз. RJ11 механизм б/рамки ""ATLAS"" белый ATN181 (10)",300200292_,шт,12,20,81,69,270,259,224,186,152,140,140,136,148,147,95,197,197,180,157,142,132,130,137,121,99,74,64,61,61,60,60,59,55
514,"S403 ТЕРМОСТАТ для теп.пола с датч. с/у 16А ""ATLAS"" белый (1) ATN138",300200300_,шт,8,2,32,20,78,68,64,77,67,63,58,47,40,36,31,57,49,49,49,49,49,49,45,35,33,33,33,33,25,25,23,23,21
515,"S404 USB розетка - 2 порта с/у б/рамки ""ATLAS"" белый (1) ATL133",300200312_,шт,1,1,1,1,1,1,1,1,1,54,47,45,48,47,46,44,43,34,26,26,26,26,25,25,15,15,15,8,11,11,2,4,7
516,"S405 Рамка 1-ная ""ATLAS"" белый (45) ATN101",300200303_,шт,2696,556,11310,6718,32985,25920,20507,31327,22721,17854,14801,19556,32966,29374,24257,29867,41124,35331,30638,28225,22546,23256,20492,17044,13268,10526,9662,10206,11501,9578,5803,6360,6621
517,"S406 Рамка 2-ная ""ATLAS"" белый (30) ATN102",300200304_,шт,1460,496,4470,2478,14963,12204,10271,13918,10782,9140,6980,9080,14786,12808,10822,13984,17092,15041,13371,11748,9207,8839,8117,6540,4792,3324,4249,4594,5308,4484,3094,3894,2707
518,"S407 Рамка 3-ная ""ATLAS"" белый (15) ATN103",300200305_,шт,436,87,2279,1300,7200,5929,4944,6301,4808,4386,3416,3479,5744,5018,4383,5535,7461,6570,5837,5210,4415,3808,3230,2588,1994,1281,1396,1780,1825,1503,1287,1186,978
519,"S408 Рамка 4-ная ""ATLAS"" белый (15) ATN104",300200306_,шт,328,253,1990,1582,3376,3062,2737,2948,2489,1902,1413,1127,2447,2246,1891,3252,3070,2756,2482,2200,1960,1736,1509,1246,754,465,637,885,898,813,612,562,344
520,"S409 Рамка 5-ная ""ATLAS"" белый (5) ATN105",300200307_,шт,39,72,377,299,895,844,758,780,691,595,502,427,484,466,417,551,499,467,352,290,258,260,134,157,225,216,201,203,197,203,160,167,136
521,"S410 Переключ. AQUA 1 кл 10А с/у б/рамки IP 44 ""ATLAS"" белый ATN0161 (20)",300200310_,шт,4,4,81,21,149,146,146,248,237,232,227,219,243,223,223,222,222,220,217,204,189,136,136,134,128,128,116,115,110,110,110,70,60
522,"S411 Роз. AQUA с з/к 16А с/у з/ш c крышкой б/рамки IP 44 ""ATLAS"" белый ATN0146 (15)",300200311_,шт,5,2,410,324,984,794,746,862,655,422,314,475,558,513,455,879,719,582,438,446,371,437,397,247,259,103,63,462,459,420,258,242,181
523,"S412 Рамка 1-ная AQUA IP 44 ""ATLAS"" белый ATN0101 (10)",300200308_,шт,150,135,250,227,532,462,454,319,298,288,280,141,202,200,181,212,196,175,172,158,141,91,90,82,19,56,22,64,101,91,75,94,55
524,"S413 Рамка 2-ная AQUA IP 44 ""ATLAS"" белый ATN0102 (5)",300200309_,шт,27,27,61,48,103,103,85,153,144,142,140,134,124,121,112,107,103,88,82,74,71,65,61,40,20,29,1,54,53,47,30,31,26
525,"S414 Выкл 1 кл  с/у 6А 250B ""BLANCA"" белый BLNVS006101 (60)",300200313_,шт,248,236,179,564,1293,1259,1118,1137,1036,939,818,753,534,476,413,393,439,951,988,934,829,797,730,708,683,588,456,402,422,380,365,320,256
526,"S414 Переключ. 2 кл 10А с/у б/рамки ""ATLAS"" белый ATN165 (20)",300200498_,шт,51,54,702,530,1918,1656,1395,1758,1460,1171,974,848,1280,1143,1005,1210,1615,1306,1029,993,846,768,725,744,574,365,426,525,574,495,340,302,138
527,"S415 Адаптер 45 ""ATLAS"" белый ATN108  (15)",ATN000108,шт,2,2,32,32,52,18,18,78,66,61,61,61,71,71,71,81,81,80,80,80,80,80,80,80,80,77,77,77,77,77,77,16,16
528,"S415 Выкл 2 кл  с/у 6А 250B ""BLANCA"" белый BLNVS006501 (60)",300200314_,шт,31,30,30,210,335,286,253,340,285,239,190,192,177,294,135,171,546,600,596,549,524,521,518,514,512,431,392,212,225,212,200,175,161
529,"S416 Заглушка б/с ""ATLAS"" белый ATN109  (15)",ATN000109,шт,1,1,36,32,52,40,38,53,50,45,42,37,37,37,33,31,10,25,11,22,22,1,31,1,33,33,29,29,28,27,25,25,19
530,"S416 Роз  с/у без з/к 16А 250В ""BLANCA""  белый BLNRS000011 (60)",300200315_,шт,113,116,114,229,596,532,501,476,373,373,343,283,285,285,285,271,266,266,261,241,236,236,236,236,216,216,216,216,196,196,190,260,240
531,"S417 USB розетка А+С 5В/2,4А ""ATLAS"" белый ATN139",ATN000139,шт,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
532,"S417 Перекрест. перекл. 2 кл 10А с/у б/рамки мех. ""ATLAS"" белый ATN173   (5) NEW",300200771_,шт,,,,,,491,451,439,401,298,250,214,218,184,162,270,197,187,175,239,200,175,157,117,104,94,86,100,81,47,15,75,68
533,"S417 Роз  2-ная  с/у без з/к 16А 250В ""BLANCA""  белый BLNRS000021 (36)",300200316_,шт,173,91,88,288,1018,937,736,933,882,862,787,765,759,738,727,708,850,766,704,696,696,686,683,683,348,182,21,16,20,18,17,11,11
534,"S418 Вывод кабеля механизм ""ATLAS"" белый ATN000199  (10)",300200959_,шт,,,,,,,,,,,,,50,37,28,138,2,95,176,236,200,178,157,119,79,55,118,109,144,113,89,69,60
535,"S418 Роз  с/у с з/к 16А 250В ""BLANCA""  белый BLNRS001011 (60)",300200317_,шт,333,40,37,411,1484,955,912,1869,1182,1169,839,750,508,1012,870,1366,1785,1656,1573,1111,951,803,790,759,739,577,431,430,395,520,443,481,434
536,"S419 Выкл. 1 кл с самовозвр. механизм ""ATLAS"" белый ATN000115 (5)",300200496_,шт,,,,,,,,,,,,,65,48,65,15,1,121,121,111,101,121,121,121,109,108,97,47,84,79,83,8,52
537,"S419 Роз  с/у с з/к с штор. 16А 250В ""BLANCA"" белый BLNRS001111 (60)",300200346_,шт,18,18,18,38,58,58,58,58,57,57,47,47,180,52,72,132,96,96,96,96,96,94,94,94,92,57,117,96,76,76,46,44,44
538,"S420 Роз  2-ная  с/у с з/к 16А 250В ""BLANCA""  белый BLNRS001021 (36)",300200318_,шт,246,30,30,354,701,336,197,1132,359,535,654,645,707,713,665,616,696,1734,1665,1583,1453,1382,1314,1280,1562,1314,1213,636,538,515,350,344,294
539,"S421 Роз  2-ная  с/у с з/к с штор. 16А 250В ""BLANCA"" белый BLNRS001121 (36)",300200347_,шт,40,2,2,59,126,,126,583,476,443,231,310,324,354,324,602,436,472,472,472,467,467,463,463,452,452,449,307,306,306,296,226,223
540,"S422 Выкл 1 кл  о/у 6А 250B ИЗОЛ.ПЛ. ""BLANCA""  белый BLNVA061011 (90)",300200319_,шт,35,5,1,1049,2125,1667,1187,2551,2171,1520,1009,1226,1640,1538,991,846,3076,2638,2311,1703,1226,1887,1561,1679,1118,758,1549,1220,1538,1097,1221,1065,946
541,"S423 Выкл 2 кл  о/у 6А 250B ИЗОЛ.ПЛ. ""BLANCA""  белый BLNVA065011 (90)",300200320_,шт,45,35,290,296,641,549,461,666,580,518,264,397,639,405,558,495,985,857,776,637,292,681,610,514,459,284,287,404,414,435,330,394,423
542,"S424 Роз  о/у без з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA000111 (108)",300200321_,шт,19,19,17,135,287,125,109,408,308,253,309,253,421,131,298,507,579,444,359,340,234,333,324,317,276,122,155,137,131,140,202,78,75
543,"S425 Роз  2-ная  о/у без з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA000211 (60)",300200322_,шт,1,1,1,396,640,483,451,701,533,315,306,460,557,487,484,1096,951,878,688,659,503,535,653,541,379,329,296,340,367,349,216,143,179
544,"S426 Роз  о/у с з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA010111 (72)",300200323_,шт,517,42,30,1047,2667,1798,1249,3892,3369,2699,2088,1649,2119,2068,2189,2849,3743,3110,2627,2064,1438,2182,1768,1575,714,357,1539,1035,1593,1049,958,743,754
545,"S427 Роз  2-ная  о/у с з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA010211 (48)",300200324_,шт,60,,,2564,5579,4615,3628,6385,5297,3978,2772,2460,2409,3762,3487,7409,6428,5336,4575,4056,3102,4418,3577,3601,2544,1562,2594,2569,3857,3146,2365,3488,2601
546,"S428 Роз 3-ная  о/у без з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA000311 (36)",300200325_,шт,272,19,28,46,316,281,218,307,223,175,159,223,251,213,81,506,477,438,395,373,330,227,253,283,246,87,136,129,119,199,202,120,112
547,"S429 Роз 3-ная  о/у с з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA010311 (30)",300200326_,шт,160,4,3,583,1738,1202,803,1792,1414,1069,993,923,1040,689,1016,2705,2400,2138,1890,1492,1203,1436,1064,1211,830,299,851,861,1176,1020,593,1094,667
548,"S430 Роз 4-ная  о/у без з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA000411 (30)",300200327_,шт,93,1,92,123,525,473,423,512,457,325,303,281,395,256,217,425,402,386,356,334,317,213,204,180,110,89,109,119,90,204,188,89,81
549,"S431 Роз 4-ная  о/у с з/к со штор. 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA011411 (24)",300200328_,шт,92,9,5,760,2173,1914,1675,1896,1565,1146,810,1017,1182,1086,920,1841,1600,1409,1090,1205,937,1165,1043,818,747,356,473,730,760,541,503,669,654
550,"S432 Звонок проводной  о/у ""BLANCA"" белый BLNZA000011 (48)",300200330_,шт,11,10,10,49,120,115,117,64,59,57,10,49,44,42,39,55,54,52,52,28,27,27,27,24,22,21,21,19,17,14,13,13,14
551,"S433 Роз  2-ная  с/у с з/к с крыш. IP44 16А 250B ""BLANCA"" белый BLNRS441121 (30)",300200348_,шт,63,263,55,80,103,94,79,83,46,72,56,52,50,50,42,37,36,66,66,65,64,63,63,63,60,58,58,57,57,54,51,50,49
552,"S434 Роз с/у компьютерная RJ45 кат.5Е ""BLANCA"" белый BLNIS045001 (60)",300200350_,шт,17,1,20,38,53,53,50,30,39,36,36,46,46,27,22,57,57,57,57,54,53,51,51,51,41,41,37,37,37,37,37,37,37
553,"S435 Роз TV коннектор ""BLANCA"" белый BLNTS000011  (60)",300200352_,шт,5,5,5,15,35,34,34,34,33,33,33,33,37,37,37,37,37,37,37,36,36,36,36,36,36,36,36,36,36,36,36,36,36
554,"SO + USB РОЗЕТКА A+A, 5В/2,4А, 2х5В/1,2А, механизм ""ATLAS"" алюминий ATN330",ATN000330,шт,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
555,"А384 Выкл 1 кл 10А с/у ""ATLAS"" алюминий ATN312 (10)",300200430_,шт,200,92,262,236,751,632,561,505,480,491,425,355,377,354,339,355,355,310,210,198,186,144,121,152,100,75,139,115,145,125,100,75,94
556,"А3844 Выкл 1 кл 10А механизм ""ATLAS"" алюминий ATN311 (10)",300200588_,шт,12,12,168,138,1767,1652,1543,1755,1624,1513,1427,1372,1250,1117,1085,1006,942,835,704,627,600,525,380,373,253,236,308,255,300,280,170,123,303
557,"А385 Выкл 1 кл с инд 10А с/у б/рамки ""ATLAS"" алюминий ATN313  (10)",300200443_,шт,63,53,90,80,140,130,100,122,113,87,71,61,95,94,74,79,79,49,38,38,33,19,36,43,32,32,42,42,37,39,39,57,67
558,"А386 Выкл 2 кл 10А с/у ""ATLAS"" алюминий ATN352 (10)",300200432_,шт,94,41,211,206,602,541,524,542,511,503,477,449,458,435,408,368,383,305,294,287,274,235,224,211,165,155,154,150,141,136,132,111,102
559,"А387 Выкл 2 кл с инд 10А с/у б/рамки ""ATLAS"" алюминий ATN353 (10)",300200444_,шт,22,17,26,17,45,45,41,88,85,72,54,48,72,72,72,67,67,27,27,37,37,27,27,24,24,24,24,24,24,24,24,39,47
560,"А388 Выкл 3 кл 10А с/у б/рамки ""ATLAS"" алюминий ATN331 (10)",300200449_,шт,25,14,12,11,44,25,24,139,134,122,109,107,108,108,93,92,91,73,74,57,54,43,41,38,38,38,38,38,37,37,33,47,55
561,"А389 Диммер поворотно-нажимной с/у б/рамки 315Вт ""ATLAS"" алюминий ATN334 (1) !!!",300200447_,шт,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1
562,"А390 Комп. роз. RJ45 5Е механизм б/рамки ""ATLAS"" алюминий ATN383 (10)",300200433_,шт,38,34,67,38,157,118,94,151,141,131,107,104,131,116,75,194,188,165,166,163,174,144,137,133,121,119,118,117,91,90,86,85,84
563,"А391 Переключ. 1 кл 10А с/у б/рамки ""ATLAS"" алюминий ATN361 (10)",300200439_,шт,79,69,85,75,263,229,217,264,240,193,166,148,167,155,146,185,167,141,138,118,111,101,101,95,77,67,57,41,56,43,39,52,47
564,"А392 Переключ. 1 кл с инд 10А с/у б/рамки  ""ATLAS"" алюминий ATN363  (10)",300200451_,шт,9,4,4,4,14,14,12,5,14,24,24,24,29,28,28,27,27,27,27,27,27,10,10,10,10,10,10,10,10,10,10,10,10
565,"А393 Перекрест. переключ. 1 кл 10А с/у б/рамки ""ATLAS"" алюминий ATN371 (5)",300200448_,шт,19,12,12,3,53,53,53,74,73,62,59,59,89,89,89,86,86,85,85,80,80,74,74,74,74,74,74,73,73,73,72,81,88
566,"А3933 Перекрест. переключ. 2 кл 10А с/у б/рамки ""ATLAS"" алюминий ATN373 (5) NEW",300200774_,шт,,,,,,100,100,99,87,87,87,87,87,87,87,84,83,83,83,82,82,80,80,78,78,78,78,77,77,77,76,76,74
567,"А394 Роз. 2-ная с/у 16А ""ATLAS"" алюминий ATN320 (6)",300200436_,шт,34,27,96,44,816,772,678,843,802,727,652,580,544,518,457,583,521,320,252,300,263,294,166,301,228,197,254,183,271,247,207,203,217
568,"А395 Роз. 2-ная с/у 16А с з/к з/ш ""ATLAS"" алюминий ATN326 (6)",300200431_,шт,37,8,31,19,290,256,238,305,281,270,171,162,199,185,171,242,181,159,173,169,145,91,145,174,141,114,114,98,94,83,61,44,59
